area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Kodipalya,418.0,1.0,1.0,17.0,1.0,4066.9856459330144
Plot  Area,Ready To Move,Vishwapriya Nagar,1200.0,3.0,1.0,80.0,3.0,6666.666666666667
Built-up  Area,Ready To Move,ISRO Layout,1200.0,2.0,3.0,43.0,2.0,3583.3333333333335
Super built-up  Area,Ready To Move,Talaghattapura,1062.0,2.0,1.0,42.48,2.0,4000.0
Super built-up  Area,Ready To Move,Kanakpura Road,1120.0,2.0,1.0,51.0,2.0,4553.571428571428
Super built-up  Area,Ready To Move,Bannerghatta Road,1012.0,2.0,1.0,44.0,2.0,4347.826086956522
Plot  Area,Ready To Move,Postal Colony,1500.0,2.0,1.0,200.0,3.0,13333.333333333334
Built-up  Area,Ready To Move,ISRO Layout,950.0,4.0,2.0,180.0,4.0,18947.36842105263
Super built-up  Area,Ready To Move,Kanakpura Road,1430.0,2.0,2.0,78.0,2.0,5454.545454545455
Super built-up  Area,Ready To Move,Channasandra,1195.0,2.0,1.0,56.0,3.0,4686.192468619247
Super built-up  Area,Ready To Move,Old Madras Road,2640.0,5.0,1.0,150.0,3.0,5681.818181818182
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,42.0,3.0,3906.9767441860463
Super built-up  Area,18-Sep,Hennur Road,1570.0,3.0,0.0,75.99,3.0,4840.127388535031
Plot  Area,Ready To Move,Kammanahalli,782.0,4.0,2.0,85.0,6.0,10869.565217391304
Built-up  Area,18-Feb,Sonnenahalli,1011.0,2.0,1.0,59.0,2.0,5835.806132542038
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1450.0,2.0,1.0,102.0,3.0,7034.482758620689
Super built-up  Area,Ready To Move,Sarjapur  Road,1129.0,2.0,1.0,69.0,2.0,6111.603188662533
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2.0,3197.158081705151
Plot  Area,18-Dec,Attibele,1200.0,3.0,2.0,110.0,3.0,9166.666666666666
Super built-up  Area,Ready To Move,Sarjapur  Road,1180.0,2.0,2.0,45.0,3.0,3813.5593220338983
Plot  Area,Ready To Move,1st Block HRBR Layout,600.0,4.0,2.0,125.0,3.0,20833.333333333332
Plot  Area,18-Apr,Bannerghatta,940.0,4.0,2.0,45.0,4.0,4787.234042553191
Super built-up  Area,Ready To Move,Hennur Road,1933.0,3.0,2.0,140.0,3.0,7242.628039317124
Built-up  Area,Ready To Move,TC Palaya,1082.0,2.0,2.0,64.0,2.0,5914.972273567468
Plot  Area,Ready To Move,LB Shastri Nagar,2400.0,8.0,1.0,250.0,8.0,10416.666666666666
Super built-up  Area,19-Dec,Anwar Layout,610.0,1.0,0.0,28.0,1.0,4590.163934426229
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,1560.0,4.0,1.0,160.0,4.0,10256.410256410256
Super built-up  Area,Ready To Move,Kathriguppe,1300.0,3.0,3.0,77.99,3.0,5999.230769230769
Built-up  Area,Ready To Move,Kudlu Gate,3850.0,6.0,0.0,205.0,4.0,5324.675324675325
Built-up  Area,Ready To Move,CV Raman Nagar,1125.0,2.0,1.0,46.0,2.0,4088.8888888888887
Plot  Area,Ready To Move,Bileshivale,2400.0,7.0,2.0,107.0,6.0,4458.333333333333
Super built-up  Area,Ready To Move,Kengeri Satellite Town,777.4,2.0,0.0,25.0,2.0,3215.8476974530486
Super built-up  Area,Ready To Move,Battarahalli,2500.0,3.0,1.0,65.0,4.0,2600.0
Super built-up  Area,Ready To Move,Old Airport Road,1798.0,3.0,2.0,150.0,3.0,8342.602892102335
Built-up  Area,Ready To Move,Dodda Nekkundi Extension,1864.0,3.0,2.0,120.0,3.0,6437.768240343347
Super built-up  Area,Ready To Move,Whitefield,1115.0,2.0,1.0,51.91,2.0,4655.605381165919
Super built-up  Area,Ready To Move,Kengeri,400.0,1.0,1.0,25.0,1.0,6250.0
Super built-up  Area,Ready To Move,Rajaji Nagar,1200.0,2.0,1.0,70.0,2.0,5833.333333333333
Built-up  Area,Ready To Move,Jakkasandra Extension,950.0,2.0,3.0,57.0,2.0,6000.0
Plot  Area,Ready To Move,R.T. Nagar,1500.0,4.0,3.0,185.0,4.0,12333.333333333334
Super built-up  Area,Ready To Move,Bellandur,1200.0,2.0,1.0,62.0,2.0,5166.666666666667
Built-up  Area,Ready To Move,GM Palaya,1735.0,3.0,2.0,70.0,3.0,4034.5821325648417
Built-up  Area,Ready To Move,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3.0,9828.57142857143
Super built-up  Area,Ready To Move,HSR Layout,1009.0,2.0,2.0,56.0,2.0,5550.049554013875
Super built-up  Area,Ready To Move,Jalahalli,1470.0,2.0,3.0,102.0,3.0,6938.775510204082
Super built-up  Area,Ready To Move,Bannerghatta Road,1527.0,3.0,2.0,115.0,3.0,7531.106745252128
Built-up  Area,Ready To Move,Singapura Village,985.0,2.0,1.0,45.0,2.0,4568.527918781726
Built-up  Area,Ready To Move,Chandapura,3300.0,4.0,2.0,135.0,4.0,4090.909090909091
Super built-up  Area,18-Jun,Whitefield,1277.0,2.0,1.0,77.0,2.0,6029.757243539546
Super built-up  Area,18-May,Nallurhalli,1100.0,2.0,1.0,62.0,2.0,5636.363636363636
Super built-up  Area,Ready To Move,Whitefield,1820.0,3.0,2.0,140.0,3.0,7692.307692307692
Super built-up  Area,Ready To Move,Puttanahalli,1530.0,3.0,3.0,87.0,4.0,5686.274509803921
Super built-up  Area,Ready To Move,Banashankari,1886.0,3.0,2.0,205.0,3.0,10869.565217391304
Plot  Area,Ready To Move,Chandra Layout,1200.0,2.0,0.0,190.0,3.0,15833.333333333334
Super built-up  Area,Ready To Move,Jakkur,1880.0,4.0,2.0,110.0,3.0,5851.063829787234
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,52.35,2.0,4171.314741035857
Super built-up  Area,21-Dec,Kanakpura Road,700.0,2.0,1.0,36.0,2.0,5142.857142857143
Super built-up  Area,Ready To Move,Somasundara Palya,1140.0,2.0,2.0,46.0,2.0,4035.0877192982457
Built-up  Area,18-Aug,Electronic City Phase II,1025.0,2.0,1.0,29.6,2.0,2887.8048780487807
Built-up  Area,Ready To Move,Whitefield,3453.0,4.0,2.0,247.0,4.0,7153.200115841298
Super built-up  Area,Ready To Move,Uttarahalli,1490.0,2.0,2.0,59.6,3.0,4000.0
Plot  Area,Ready To Move,Akshaya Vana,1200.0,4.0,2.0,165.0,4.0,13750.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1850.0,3.0,2.0,140.0,3.0,7567.5675675675675
Super built-up  Area,Ready To Move,Kaikondrahalli,1250.0,2.0,1.0,78.0,2.0,6240.0
Super built-up  Area,Ready To Move,Kamakya Layout,2400.0,3.0,1.0,108.0,4.0,4500.0
Super built-up  Area,Ready To Move,Kodihalli,3522.0,5.0,3.0,716.0,4.0,20329.358319136853
Super built-up  Area,18-Dec,Jalahalli,1244.0,2.0,2.0,88.0,2.0,7073.954983922829
Plot  Area,Ready To Move,Kumaraswami Layout,623.0,4.0,1.0,75.0,4.0,12038.52327447833
Super built-up  Area,18-Dec,Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2.0,2787.317073170732
Super built-up  Area,Ready To Move,Sarjapur  Road,1034.0,2.0,1.0,38.0,2.0,3675.0483558994197
Super built-up  Area,18-Jan,Kengeri Satellite Town,1191.0,2.0,2.0,33.34,3.0,2799.3282955499585
Super built-up  Area,Ready To Move,Kasavanhalli,1719.0,3.0,2.0,71.0,3.0,4130.308318789994
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1035.0,2.0,1.0,39.33,2.0,3800.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,1500.0,3.0,2.0,230.0,4.0,15333.333333333334
Super built-up  Area,18-Dec,Hosa Road,1470.0,2.0,2.0,84.22,3.0,5729.251700680272
Super built-up  Area,Ready To Move,Yelahanka,1140.0,2.0,1.0,50.66,2.0,4443.859649122807
Super built-up  Area,Ready To Move,Harlur,1752.12,3.0,2.0,125.0,3.0,7134.214551514737
Plot  Area,Ready To Move,BTM 1st Stage,600.0,6.0,2.0,80.0,6.0,13333.333333333334
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,600.0,3.0,1.0,84.0,4.0,14000.0
Super built-up  Area,Ready To Move,Old Madras Road,2990.0,3.0,2.0,170.0,3.0,5685.61872909699
Super built-up  Area,Ready To Move,Bannerghatta Road,1660.0,3.0,2.0,85.0,3.0,5120.481927710844
Super built-up  Area,Ready To Move,Electronic City,1275.0,3.0,3.0,63.43,3.0,4974.901960784314
Super built-up  Area,18-Jun,Bommasandra Industrial Area,1365.0,3.0,1.0,52.81,3.0,3868.864468864469
Plot  Area,Ready To Move,"MEI layout, Bagalgunte",1200.0,2.0,0.0,90.0,3.0,7500.0
Super built-up  Area,Ready To Move,Kanakpura Road,2546.0,3.0,2.0,170.0,3.0,6677.140612725844
Super built-up  Area,20-Oct,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3.0,4989.942528735632
Super built-up  Area,18-Mar,Whitefield,1245.0,2.0,1.0,59.76,2.0,4800.0
Built-up  Area,Ready To Move,Rayasandra,1200.0,3.0,1.0,65.0,5.0,5416.666666666667
Super built-up  Area,Ready To Move,Yeshwanthpur,1162.0,2.0,2.0,64.08,2.0,5514.629948364888
Super built-up  Area,Ready To Move,Singasandra,1476.0,2.0,1.0,73.0,3.0,4945.79945799458
Built-up  Area,Ready To Move,KR Puram,700.0,1.0,1.0,21.5,1.0,3071.4285714285716
Built-up  Area,Ready To Move,Gnana Bharathi,3600.0,6.0,1.0,170.0,6.0,4722.222222222223
Built-up  Area,Ready To Move,Jigani,943.0,2.0,2.0,48.0,2.0,5090.1378579003185
Plot  Area,Ready To Move,Pai Layout,1150.0,2.0,1.0,170.0,2.0,14782.608695652174
Super built-up  Area,Ready To Move,Sarjapur  Road,1113.0,2.0,1.0,44.5,2.0,3998.2030548068283
Super built-up  Area,20-Dec,Varthur,1615.0,3.0,2.0,69.43,3.0,4299.071207430341
Super built-up  Area,Ready To Move,Keshava Nagar,1279.0,2.0,3.0,100.0,2.0,7818.608287724785
Super built-up  Area,Ready To Move,Kacharakanahalli,1256.0,2.0,1.0,60.0,2.0,4777.070063694267
Built-up  Area,Ready To Move,Benson Town,1805.0,3.0,2.0,280.0,3.0,15512.465373961219
Built-up  Area,Ready To Move,Sompura,1350.0,3.0,1.0,65.0,3.0,4814.814814814815
Super built-up  Area,18-May,SRINIVASAPURA,1525.0,3.0,2.0,68.63,3.0,4500.327868852459
Super built-up  Area,18-Aug,Rajaji Nagar,1357.0,2.0,1.0,123.0,2.0,9064.112011790714
Super built-up  Area,19-Mar,Hebbal,1645.0,3.0,2.0,117.0,3.0,7112.462006079028
Super built-up  Area,Ready To Move,Ardendale,1777.26,3.0,2.0,92.0,3.0,5176.507657855351
Super built-up  Area,Ready To Move,Bisuvanahalli,845.0,2.0,2.0,32.0,2.0,3786.98224852071
Built-up  Area,Ready To Move,Sidedahalli,900.0,2.0,0.0,25.0,2.0,2777.777777777778
Super built-up  Area,18-Sep,Varthur,1210.0,2.0,1.0,64.15,2.0,5301.652892561984
Super built-up  Area,19-Aug,Electronic City Phase II,829.0,2.0,1.0,22.8,2.0,2750.301568154403
Super built-up  Area,Ready To Move,Sarjapur  Road,1879.0,3.0,2.0,155.0,3.0,8249.068653539116
Super built-up  Area,17-Jun,Hosur Road,1250.0,2.0,2.0,50.0,3.0,4000.0
Built-up  Area,Ready To Move,Jeevanhalli,1200.0,2.0,2.0,35.0,4.0,2916.6666666666665
Super built-up  Area,19-Mar,Marathahalli,1108.0,2.0,1.0,60.0,3.0,5415.162454873646
Super built-up  Area,18-Aug,Kanakpura Road,1401.0,3.0,2.0,69.0,3.0,4925.0535331905785
Super built-up  Area,19-Oct,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0,6482.281763180639
Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,1185.0,2.0,1.0,42.66,2.0,3600.0
Super built-up  Area,Ready To Move,Green Glen Layout,1751.0,3.0,2.0,115.0,3.0,6567.6756139348945
Plot  Area,Ready To Move,Mahalakshmi Puram,1550.0,3.0,1.0,250.0,5.0,16129.032258064517
Super built-up  Area,Ready To Move,Bannerghatta Road,1880.0,3.0,2.0,96.5,3.0,5132.978723404255
Super built-up  Area,20-Dec,Whitefield,1322.5,3.0,0.0,40.985,3.0,3099.054820415879
Super built-up  Area,Ready To Move,Channasandra,1175.0,2.0,2.0,38.0,2.0,3234.0425531914893
Built-up  Area,Ready To Move,Jalahalli,1407.0,2.0,1.0,98.49,2.0,7000.0
Super built-up  Area,Ready To Move,Yelachenahalli,1000.0,2.0,2.0,50.0,2.0,5000.0
Super built-up  Area,Ready To Move,Electronic City,1518.0,3.0,3.0,75.0,3.0,4940.711462450593
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",3600.0,4.0,2.0,300.0,4.0,8333.333333333334
Super built-up  Area,18-May,Tumkur Road,1027.0,2.0,1.0,67.0,2.0,6523.855890944498
Super built-up  Area,Ready To Move,Dairy Circle,3730.0,6.0,2.0,430.0,4.0,11528.150134048257
Built-up  Area,Ready To Move,HSR Layout,1145.0,2.0,2.0,46.0,2.0,4017.467248908297
Super built-up  Area,18-Aug,Rajaji Nagar,1260.0,2.0,2.0,113.0,2.0,8968.253968253968
Super built-up  Area,Ready To Move,Begur Road,1500.0,2.0,3.0,47.25,3.0,3150.0
Super built-up  Area,Ready To Move,Varthur,1737.0,2.0,1.0,57.32,3.0,3299.9424294761084
Super built-up  Area,18-Dec,Hennur,3517.0,2.0,2.0,161.5,4.0,4591.981802672733
Plot  Area,Ready To Move,Byrathi Village,1600.0,4.0,1.0,120.0,3.0,7500.0
Built-up  Area,Ready To Move,Hegde Nagar,1500.0,3.0,2.0,135.0,3.0,9000.0
Plot  Area,Ready To Move,Sabari Nagar,1120.0,2.0,0.0,60.0,2.0,5357.142857142857
Plot  Area,Ready To Move,Banashankari Stage V,1200.0,4.0,1.0,240.0,3.0,20000.0
Super built-up  Area,18-Dec,Hennur Road,1030.0,2.0,1.0,46.5,2.0,4514.563106796117
Built-up  Area,Ready To Move,Gubbalala,2500.0,6.0,1.0,88.0,6.0,3520.0
Super built-up  Area,Ready To Move,Kammasandra,1057.0,2.0,1.0,35.0,2.0,3311.2582781456954
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4.0,7498.197548666186
Super built-up  Area,Ready To Move,Thanisandra,1460.0,2.0,2.0,38.5,2.0,2636.986301369863
Super built-up  Area,Ready To Move,Hormavu,1075.0,2.0,1.0,53.7,2.0,4995.3488372093025
Super built-up  Area,Ready To Move,Mysore Road,1080.0,2.0,1.0,60.0,3.0,5555.555555555556
Super built-up  Area,19-Dec,Kodihalli,3626.0,5.0,3.0,788.0,4.0,21731.936017650303
Super built-up  Area,Ready To Move,Ashraya Layout,5100.0,7.0,2.0,225.0,6.0,4411.764705882353
Super built-up  Area,Ready To Move,Singasandra,1139.7,2.0,1.0,45.0,2.0,3948.407475651487
Super built-up  Area,18-Jun,Whitefield,1074.0,2.0,1.0,42.8,2.0,3985.102420856611
Plot  Area,18-Jul,Whitefield,1200.0,2.0,1.0,46.13,2.0,3844.1666666666665
Super built-up  Area,Ready To Move,Sarjapur  Road,2425.0,5.0,1.0,175.0,4.0,7216.494845360825
Super built-up  Area,Ready To Move,Sarjapur  Road,1323.0,2.0,2.0,74.0,2.0,5593.348450491308
Super built-up  Area,18-Aug,Hennur Road,1232.0,2.0,1.0,69.61,2.0,5650.162337662337
Super built-up  Area,Ready To Move,Kalena Agrahara,900.0,2.0,1.0,40.0,2.0,4444.444444444444
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1.0,3195.945945945946
Super built-up  Area,18-Dec,Hebbal,1920.0,3.0,2.0,134.0,3.0,6979.166666666667
Super built-up  Area,Ready To Move,Bannerghatta Road,1550.0,3.0,2.0,96.0,3.0,6193.548387096775
Super built-up  Area,Ready To Move,Gunjur,1588.0,2.0,3.0,90.0,3.0,5667.506297229219
Built-up  Area,Ready To Move,Rajaji Nagar,2300.0,4.0,1.0,240.0,3.0,10434.782608695652
Built-up  Area,Ready To Move,R.T. Nagar,3600.0,8.0,2.0,165.0,9.0,4583.333333333333
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",1308.0,2.0,1.0,86.0,2.0,6574.923547400612
Super built-up  Area,Ready To Move,Hennur,1340.0,2.0,2.0,54.27,3.0,4050.0
Plot  Area,Ready To Move,Kogilu,3280.0,9.0,3.0,450.0,10.0,13719.512195121952
Built-up  Area,Ready To Move,Infantry Road,2170.0,3.0,2.0,265.0,4.0,12211.981566820277
Super built-up  Area,Ready To Move,Thanisandra,1719.0,3.0,2.0,135.0,3.0,7853.4031413612565
Super built-up  Area,Ready To Move,Horamavu Agara,1107.83,2.0,1.0,41.51,2.0,3746.964787016059
Plot  Area,18-Jul,Whitefield,1200.0,2.0,1.0,45.84,2.0,3820.0
Built-up  Area,18-Dec,Electronic City,1090.0,2.0,1.0,31.48,1.0,2888.0733944954127
Plot  Area,Ready To Move,Sarvabhouma Nagar,1500.0,5.0,2.0,210.0,5.0,14000.0
Super built-up  Area,18-Dec,Jakkur,1660.0,3.0,2.0,104.0,3.0,6265.060240963855
Super built-up  Area,Ready To Move,Nagavara,1247.0,2.0,1.0,58.56,2.0,4696.0705693664795
Super built-up  Area,18-May,Thanisandra,1595.0,3.0,2.0,96.0,3.0,6018.808777429467
Super built-up  Area,Ready To Move,Kaggadasapura,1175.0,2.0,2.0,50.0,2.0,4255.31914893617
Plot  Area,Ready To Move,9th Phase JP Nagar,1200.0,8.0,2.0,135.0,8.0,11250.0
Super built-up  Area,Ready To Move,Old Airport Road,1184.0,2.0,1.0,78.0,2.0,6587.8378378378375
Super built-up  Area,Ready To Move,Byrasandra,1100.0,2.0,2.0,55.0,2.0,5000.0
Plot  Area,18-Apr,Kaval Byrasandra,935.0,2.0,0.0,78.0,2.0,8342.245989304813
Built-up  Area,Ready To Move,Yelahanka,1200.0,2.0,2.0,60.0,2.0,5000.0
Plot  Area,Ready To Move,Rajaji Nagar,2400.0,5.0,1.0,408.0,5.0,17000.0
Super built-up  Area,Ready To Move,Neelamangala,1000.0,2.0,1.0,45.0,2.0,4500.0
Built-up  Area,Ready To Move,Uttarahalli,1000.0,2.0,0.0,52.0,2.0,5200.0
Super built-up  Area,Ready To Move,Yelahanka,1705.0,3.0,2.0,85.0,3.0,4985.337243401759
Built-up  Area,Ready To Move,Tumkur Road,1060.0,2.0,2.0,58.3,3.0,5500.0
Plot  Area,Ready To Move,Chikka Tirupathi,2325.0,4.0,1.0,120.0,4.0,5161.290322580645
Super built-up  Area,17-Mar,Kammagondahalli,1347.0,2.0,2.0,55.0,3.0,4083.147735708983
Plot  Area,Ready To Move,Kathreguppe,1200.0,8.0,3.0,250.0,8.0,20833.333333333332
Super built-up  Area,17-Dec,Varthur,1402.0,2.0,2.0,95.0,2.0,6776.034236804565
Super built-up  Area,18-Oct,Whitefield,2280.0,4.0,2.0,125.0,3.0,5482.456140350877
Super built-up  Area,Ready To Move,Whitefield ECC Road,1225.0,2.0,2.0,71.05,2.0,5800.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1080.0,2.0,1.0,53.0,2.0,4907.407407407408
Super built-up  Area,Ready To Move,Lavelle Road,1919.0,3.0,0.0,300.0,3.0,15633.142261594581
Built-up  Area,Ready To Move,Begur Road,1100.0,2.0,2.0,42.6,2.0,3872.7272727272725
Super built-up  Area,Ready To Move,Sarjapur  Road,2500.0,4.0,3.0,225.0,4.0,9000.0
Super built-up  Area,22-Jan,Bannerghatta Road,1200.0,2.0,2.0,78.0,2.0,6500.0
Super built-up  Area,Ready To Move,Begur Road,1565.0,2.0,2.0,57.91,3.0,3700.3194888178914
Plot  Area,18-Apr,Maruthi nagar kogilu,1200.0,3.0,0.0,78.0,2.0,6500.0
Super built-up  Area,Ready To Move,Kothanur,1581.0,3.0,3.0,76.0,3.0,4807.084123972169
Super built-up  Area,18-Dec,Whitefield,2882.0,5.0,1.0,200.0,4.0,6939.625260235947
Plot  Area,Ready To Move,TC Palaya,1440.0,5.0,2.0,97.0,5.0,6736.111111111111
Super built-up  Area,Ready To Move,Krishna Reddy Layout,2180.0,3.0,3.0,273.0,3.0,12522.935779816513
Built-up  Area,Ready To Move,Nagasandra,7000.0,8.0,2.0,450.0,4.0,6428.571428571428
Super built-up  Area,Ready To Move,Abbigere,985.0,2.0,1.0,38.92,2.0,3951.269035532995
Built-up  Area,Ready To Move,Sarjapur,950.0,2.0,2.0,35.0,2.0,3684.2105263157896
Super built-up  Area,Ready To Move,Jai Bheema Nagar,1339.0,2.0,2.0,55.0,2.0,4107.542942494399
Super built-up  Area,Ready To Move,Ayappa Nagar,1449.0,3.0,1.0,72.0,3.0,4968.944099378882
Plot  Area,Ready To Move,Chikkasandra,1200.0,4.0,2.0,180.0,4.0,15000.0
Super built-up  Area,18-May,Brindavan Layout,1100.0,2.0,2.0,38.68,2.0,3516.3636363636365
Super built-up  Area,Ready To Move,Hoskote,1003.5,2.0,0.0,28.095,2.0,2799.701046337818
Built-up  Area,Ready To Move,Kaval Byrasandra,2700.0,3.0,2.0,200.0,3.0,7407.407407407408
Super built-up  Area,Ready To Move,Billamaranahalli,1100.0,2.0,3.0,55.0,2.0,5000.0
Built-up  Area,18-Dec,Electronic City,1140.0,2.0,1.0,32.92,2.0,2887.719298245614
Plot  Area,Ready To Move,Sarjapur,3009.0,3.0,2.0,330.0,3.0,10967.098703888336
Super built-up  Area,Ready To Move,Hanumantha Nagar,3300.0,8.0,3.0,310.0,8.0,9393.939393939394
Built-up  Area,Ready To Move,Chandapura,800.0,1.0,2.0,30.0,2.0,3750.0
Built-up  Area,Ready To Move,Chikkabanavar,2000.0,4.0,0.0,65.0,5.0,3250.0
Plot  Area,Ready To Move,Prasanti Nagar,1200.0,4.0,1.0,190.0,4.0,15833.333333333334
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,1300.0,2.0,3.0,95.0,2.0,7307.692307692308
Super built-up  Area,Ready To Move,Kanakpura Road,1220.0,2.0,2.0,60.0,2.0,4918.0327868852455
Super built-up  Area,Ready To Move,Sarjapur  Road,2289.0,3.0,2.0,178.0,3.0,7776.321537789428
Super built-up  Area,18-Jan,Whitefield,1170.0,2.0,1.0,56.0,2.0,4786.324786324786
Super built-up  Area,Ready To Move,Vignana Nagar,1350.0,2.0,2.0,89.5,2.0,6629.62962962963
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,45.0,2.0,5096.262740656852
Built-up  Area,Ready To Move,Thanisandra,1698.0,3.0,2.0,125.0,3.0,7361.601884570083
Super built-up  Area,18-May,Electronic City Phase II,2187.5,4.0,0.0,105.0,4.0,4800.0
Super built-up  Area,Ready To Move,Ambalipura,1060.0,2.0,1.0,58.5,2.0,5518.867924528302
Super built-up  Area,Ready To Move,Somasundara Palya,1185.0,2.0,2.0,75.0,2.0,6329.113924050633
Super built-up  Area,20-Dec,Padmanabhanagar,2051.0,3.0,1.0,180.0,3.0,8776.206728425159
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,1.0,72.0,2.0,5128.205128205128
Super built-up  Area,Ready To Move,Electronic City Phase II,1252.0,2.0,1.0,67.0,2.0,5351.437699680511
Super built-up  Area,18-Mar,Bannerghatta Road,1885.0,3.0,1.0,125.0,3.0,6631.29973474801
Built-up  Area,Ready To Move,Kaikondrahalli,3381.0,6.0,3.0,225.0,6.0,6654.835847382431
Super built-up  Area,Ready To Move,Hormavu,980.0,2.0,2.0,42.0,2.0,4285.714285714285
Super built-up  Area,Ready To Move,Rajaji Nagar,2500.0,3.0,3.0,340.0,3.0,13600.0
Super built-up  Area,19-Jan,Banashankari,1420.0,3.0,1.0,66.0,3.0,4647.887323943662
Plot  Area,Ready To Move,Medahalli,1166.0,6.0,2.0,135.0,6.0,11578.044596912521
Built-up  Area,Ready To Move,"Banasawadi, ",2312.0,3.0,2.0,156.0,3.0,6747.404844290658
Super built-up  Area,Ready To Move,Kaggadasapura,3000.0,4.0,2.0,130.0,4.0,4333.333333333333
Built-up  Area,Ready To Move,Jayamahal,1175.0,2.0,1.0,70.0,2.0,5957.446808510638
Super built-up  Area,Ready To Move,Vinayaka Nagar,1145.0,2.0,2.0,51.0,2.0,4454.14847161572
Built-up  Area,Ready To Move,Bhoganhalli,970.0,2.0,1.0,52.5,2.0,5412.371134020618
Built-up  Area,18-Dec,Electronic City,1125.0,2.0,1.0,32.49,2.0,2888.0
Super built-up  Area,19-Sep,Whitefield,1639.5,3.0,0.0,92.63,3.0,5649.893260140287
Built-up  Area,Ready To Move,9th Phase JP Nagar,5000.0,4.0,2.0,300.0,4.0,6000.0
Built-up  Area,Ready To Move,3rd Block Jayanagar,2150.0,3.0,3.0,240.0,3.0,11162.790697674418
Super built-up  Area,18-Jul,Ramagondanahalli,1635.0,3.0,1.0,57.0,3.0,3486.238532110092
Built-up  Area,Ready To Move,Harlur,3425.0,3.0,1.0,320.0,3.0,9343.065693430657
Built-up  Area,19-Mar,Hennur Road,2950.0,4.0,3.0,253.0,4.0,8576.271186440677
Super built-up  Area,18-Dec,Jalahalli,1200.0,2.0,1.0,66.0,1.0,5500.0
Super built-up  Area,Ready To Move,Kathriguppe,1335.0,2.0,2.0,73.43,3.0,5500.374531835207
Super built-up  Area,Ready To Move,Hebbal,4450.0,6.0,0.0,449.0,4.0,10089.887640449439
Super built-up  Area,Ready To Move,Yeshwanthpur,1166.0,2.0,1.0,64.08,2.0,5495.711835334477
Super built-up  Area,Ready To Move,Rajaji Nagar,2390.0,3.0,1.0,372.0,3.0,15564.853556485356
Super built-up  Area,Ready To Move,Shivaji Nagar,1460.0,2.0,1.0,90.0,3.0,6164.3835616438355
Super built-up  Area,Ready To Move,Gulimangala,1690.0,3.0,3.0,50.0,3.0,2958.579881656805
Plot  Area,Ready To Move,Nagashetty Halli,1386.0,3.0,2.0,93.0,4.0,6709.95670995671
Super built-up  Area,Ready To Move,Devasandra Extension,1090.0,2.0,2.0,32.0,2.0,2935.7798165137615
Super built-up  Area,21-Dec,Thanisandra,1732.0,3.0,1.0,85.73,3.0,4949.769053117783
Super built-up  Area,Ready To Move,Whitefield,1390.0,2.0,1.0,72.0,2.0,5179.856115107914
Built-up  Area,Ready To Move,Sector 2 HSR Layout,1095.0,2.0,1.0,85.41,2.0,7800.0
Super built-up  Area,19-Dec,Kengeri,416.0,1.0,1.0,17.19,1.0,4132.211538461539
Built-up  Area,Ready To Move,Yelahanka,1350.0,2.0,3.0,85.0,3.0,6296.2962962962965
Built-up  Area,Ready To Move,Bannerghatta Road,1453.0,2.0,2.0,73.0,3.0,5024.088093599449
Super built-up  Area,Ready To Move,Thanisandra,1226.0,2.0,1.0,65.0,2.0,5301.794453507341
Plot  Area,Ready To Move,Kasturi Nagar,784.0,2.0,2.0,165.0,4.0,21045.918367346938
Super built-up  Area,Ready To Move,Hegde Nagar,1168.0,2.0,1.0,68.0,3.0,5821.917808219178
Super built-up  Area,19-Dec,Bannerghatta,1776.0,3.0,2.0,124.0,3.0,6981.981981981982
Built-up  Area,Ready To Move,Whitefield,1634.0,3.0,2.0,68.0,3.0,4161.566707466341
Plot  Area,Ready To Move,Hormavu,860.0,2.0,0.0,56.0,2.0,6511.627906976744
Plot  Area,Ready To Move,Kamala Nagar,2800.0,3.0,1.0,400.0,3.0,14285.714285714286
Super built-up  Area,Ready To Move,Nagasandra,1650.0,3.0,2.0,95.0,3.0,5757.575757575758
